border,date,measure,value,average
US-Mexico Border,11/01/1996 12:00:00 AM,Pedestrians,2340792,3793552
US-Canada Border,11/01/1996 12:00:00 AM,Trucks,459296,516883
US-Mexico Border,11/01/1996 12:00:00 AM,Trucks,292096,540559
US-Canada Border,11/01/1996 12:00:00 AM,Bus Passengers,260237,166962
US-Mexico Border,11/01/1996 12:00:00 AM,Truck Containers Full,139475,384902
US-Mexico Border,11/01/1996 12:00:00 AM,Bus Passengers,126072,142672
US-Mexico Border,11/01/1996 12:00:00 AM,Truck Containers Empty,117361,156450
US-Canada Border,11/01/1996 12:00:00 AM,Truck Containers Full,103656,393258
US-Canada Border,11/01/1996 12:00:00 AM,Rail Containers Full,25545,156002
US-Canada Border,11/01/1996 12:00:00 AM,Truck Containers Empty,22333,128006
US-Canada Border,11/01/1996 12:00:00 AM,Pedestrians,20895,53152
US-Mexico Border,11/01/1996 12:00:00 AM,Rail Containers Empty,13467,50330
US-Canada Border,11/01/1996 12:00:00 AM,Buses,12882,6748
US-Canada Border,11/01/1996 12:00:00 AM,Train Passengers,11069,16462
US-Mexico Border,11/01/1996 12:00:00 AM,Rail Containers Full,10422,44954
US-Mexico Border,11/01/1996 12:00:00 AM,Buses,9320,14614
US-Canada Border,11/01/1996 12:00:00 AM,Rail Containers Empty,8847,63456
US-Canada Border,11/01/1996 12:00:00 AM,Trains,2629,2167
US-Mexico Border,11/01/1996 12:00:00 AM,Train Passengers,1079,896
US-Mexico Border,11/01/1996 12:00:00 AM,Trains,527,976
US-Mexico Border,10/01/2018 12:00:00 AM,Personal Vehicle Passengers,12004167,11779670
US-Mexico Border,10/01/2018 12:00:00 AM,Personal Vehicles,6556519,6419198
US-Canada Border,10/01/2018 12:00:00 AM,Personal Vehicle Passengers,4042146,4185343
US-Mexico Border,10/01/2018 12:00:00 AM,Pedestrians,3896888,3690216
US-Canada Border,10/01/2018 12:00:00 AM,Personal Vehicles,2240151,2336038
US-Mexico Border,10/01/2018 12:00:00 AM,Trucks,568252,512866
US-Canada Border,10/01/2018 12:00:00 AM,Trucks,527247,506519
US-Mexico Border,10/01/2018 12:00:00 AM,Truck Containers Full,415527,354277
US-Canada Border,10/01/2018 12:00:00 AM,Truck Containers Full,398340,388176
US-Canada Border,10/01/2018 12:00:00 AM,Rail Containers Full,167849,144156
US-Mexico Border,10/01/2018 12:00:00 AM,Truck Containers Empty,159369,153532
US-Canada Border,10/01/2018 12:00:00 AM,Bus Passengers,158773,175150
US-Canada Border,10/01/2018 12:00:00 AM,Truck Containers Empty,139572,116440
US-Mexico Border,10/01/2018 12:00:00 AM,Bus Passengers,138689,146654
US-Canada Border,10/01/2018 12:00:00 AM,Rail Containers Empty,63252,63661
US-Mexico Border,10/01/2018 12:00:00 AM,Rail Containers Empty,55089,45572
US-Canada Border,10/01/2018 12:00:00 AM,Pedestrians,51076,55227
US-Mexico Border,10/01/2018 12:00:00 AM,Rail Containers Full,45601,44307
US-Canada Border,10/01/2018 12:00:00 AM,Train Passengers,16617,16306
US-Mexico Border,10/01/2018 12:00:00 AM,Buses,14214,15014
US-Canada Border,10/01/2018 12:00:00 AM,Buses,6359,7137
US-Canada Border,10/01/2018 12:00:00 AM,Trains,2059,2275
US-Mexico Border,10/01/2018 12:00:00 AM,Trains,999,952
US-Mexico Border,10/01/2018 12:00:00 AM,Train Passengers,943,850
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,12145354,11413987
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicles,6567955,6270442
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,4105894,4264792
US-Mexico Border,10/01/2017 12:00:00 AM,Pedestrians,3749935,3630496
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicles,2243138,2428938
US-Mexico Border,10/01/2017 12:00:00 AM,Trucks,536285,489448
US-Canada Border,10/01/2017 12:00:00 AM,Trucks,505480,507558
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Full,384348,392004
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Full,372257,336297
US-Canada Border,10/01/2017 12:00:00 AM,Bus Passengers,169178,181121
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Empty,160771,146294
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Full,153148,135164
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Empty,131890,100990
US-Mexico Border,10/01/2017 12:00:00 AM,Bus Passengers,126181,167126
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Empty,68192,59130
US-Canada Border,10/01/2017 12:00:00 AM,Pedestrians,57404,53050
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Empty,49780,41364
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Full,45513,43101
US-Canada Border,10/01/2017 12:00:00 AM,Train Passengers,16240,16372
US-Mexico Border,10/01/2017 12:00:00 AM,Buses,14484,15544
US-Canada Border,10/01/2017 12:00:00 AM,Buses,6614,7660
US-Canada Border,10/01/2017 12:00:00 AM,Trains,1934,2616
US-Mexico Border,10/01/2017 12:00:00 AM,Trains,1027,878
US-Mexico Border,10/01/2017 12:00:00 AM,Train Passengers,999,702
US-Mexico Border,10/01/2016 12:00:00 AM,Personal Vehicle Passengers,11845476,10982498
US-Mexico Border,10/01/2016 12:00:00 AM,Personal Vehicles,6461201,6079684
US-Canada Border,10/01/2016 12:00:00 AM,Personal Vehicle Passengers,4098627,4430958
US-Mexico Border,10/01/2016 12:00:00 AM,Pedestrians,3720506,3540486
US-Canada Border,10/01/2016 12:00:00 AM,Personal Vehicles,2347186,2510690
US-Canada Border,10/01/2016 12:00:00 AM,Trucks,505275,509842
US-Mexico Border,10/01/2016 12:00:00 AM,Trucks,499700,479195
US-Canada Border,10/01/2016 12:00:00 AM,Truck Containers Full,398946,385062
US-Mexico Border,10/01/2016 12:00:00 AM,Truck Containers Full,343283,329311
US-Canada Border,10/01/2016 12:00:00 AM,Bus Passengers,173454,188788
US-Mexico Border,10/01/2016 12:00:00 AM,Truck Containers Empty,154583,138004
US-Mexico Border,10/01/2016 12:00:00 AM,Bus Passengers,139534,194718
US-Canada Border,10/01/2016 12:00:00 AM,Rail Containers Full,133695,136634
US-Canada Border,10/01/2016 12:00:00 AM,Truck Containers Empty,95227,106753
US-Canada Border,10/01/2016 12:00:00 AM,Pedestrians,55918,50181
US-Canada Border,10/01/2016 12:00:00 AM,Rail Containers Empty,55523,62736
US-Mexico Border,10/01/2016 12:00:00 AM,Rail Containers Full,45139,41063
US-Mexico Border,10/01/2016 12:00:00 AM,Rail Containers Empty,43303,39424
US-Canada Border,10/01/2016 12:00:00 AM,Train Passengers,16532,16212
US-Mexico Border,10/01/2016 12:00:00 AM,Buses,13835,17253
US-Canada Border,10/01/2016 12:00:00 AM,Buses,7169,8151
US-Canada Border,10/01/2016 12:00:00 AM,Trains,2646,2586
US-Mexico Border,10/01/2016 12:00:00 AM,Trains,905,851
US-Mexico Border,10/01/2016 12:00:00 AM,Train Passengers,901,502
US-Mexico Border,10/01/2015 12:00:00 AM,Personal Vehicle Passengers,11470520,10494476
US-Mexico Border,10/01/2015 12:00:00 AM,Personal Vehicles,6354383,5804985
US-Canada Border,10/01/2015 12:00:00 AM,Personal Vehicle Passengers,4026249,4835668
US-Mexico Border,10/01/2015 12:00:00 AM,Pedestrians,3660897,3420074
US-Canada Border,10/01/2015 12:00:00 AM,Personal Vehicles,2326048,2695332
US-Canada Border,10/01/2015 12:00:00 AM,Trucks,508661,511024
US-Mexico Border,10/01/2015 12:00:00 AM,Trucks,488679,469711
US-Canada Border,10/01/2015 12:00:00 AM,Truck Containers Full,385921,384204
US-Mexico Border,10/01/2015 12:00:00 AM,Truck Containers Full,345457,313165
US-Mexico Border,10/01/2015 12:00:00 AM,Bus Passengers,188788,200648
US-Canada Border,10/01/2015 12:00:00 AM,Bus Passengers,176348,201228
US-Canada Border,10/01/2015 12:00:00 AM,Rail Containers Full,140984,132284
US-Mexico Border,10/01/2015 12:00:00 AM,Truck Containers Empty,139840,136168
US-Canada Border,10/01/2015 12:00:00 AM,Truck Containers Empty,96243,117263
US-Canada Border,10/01/2015 12:00:00 AM,Rail Containers Empty,60353,65118
US-Canada Border,10/01/2015 12:00:00 AM,Pedestrians,51648,48714
US-Mexico Border,10/01/2015 12:00:00 AM,Rail Containers Full,42959,39167
US-Mexico Border,10/01/2015 12:00:00 AM,Rail Containers Empty,40463,38386
US-Mexico Border,10/01/2015 12:00:00 AM,Buses,17137,17369
US-Canada Border,10/01/2015 12:00:00 AM,Train Passengers,16452,15972
US-Canada Border,10/01/2015 12:00:00 AM,Buses,7746,8556
US-Canada Border,10/01/2015 12:00:00 AM,Trains,2709,2464
US-Mexico Border,10/01/2015 12:00:00 AM,Trains,858,844
US-Mexico Border,10/01/2015 12:00:00 AM,Train Passengers,322,683
US-Mexico Border,10/01/2014 12:00:00 AM,Personal Vehicle Passengers,10975699,10013254
US-Mexico Border,10/01/2014 12:00:00 AM,Personal Vehicles,6067446,5542524
US-Canada Border,10/01/2014 12:00:00 AM,Personal Vehicle Passengers,4766321,4905014
US-Mexico Border,10/01/2014 12:00:00 AM,Pedestrians,3399954,3440195
US-Canada Border,10/01/2014 12:00:00 AM,Personal Vehicles,2685029,2705634
US-Canada Border,10/01/2014 12:00:00 AM,Trucks,520041,502007
US-Mexico Border,10/01/2014 12:00:00 AM,Trucks,489258,450164
US-Canada Border,10/01/2014 12:00:00 AM,Truck Containers Full,402640,365769
US-Mexico Border,10/01/2014 12:00:00 AM,Truck Containers Full,337524,288806
US-Mexico Border,10/01/2014 12:00:00 AM,Bus Passengers,204516,196779
US-Canada Border,10/01/2014 12:00:00 AM,Bus Passengers,191949,210506
US-Mexico Border,10/01/2014 12:00:00 AM,Truck Containers Empty,137079,135256
US-Canada Border,10/01/2014 12:00:00 AM,Rail Containers Full,134329,130238
US-Canada Border,10/01/2014 12:00:00 AM,Truck Containers Empty,123423,111103
US-Canada Border,10/01/2014 12:00:00 AM,Rail Containers Empty,65815,64420
US-Canada Border,10/01/2014 12:00:00 AM,Pedestrians,49977,47452
US-Mexico Border,10/01/2014 12:00:00 AM,Rail Containers Full,42068,36266
US-Mexico Border,10/01/2014 12:00:00 AM,Rail Containers Empty,39234,37538
US-Mexico Border,10/01/2014 12:00:00 AM,Buses,17614,17124
US-Canada Border,10/01/2014 12:00:00 AM,Train Passengers,16678,15266
US-Canada Border,10/01/2014 12:00:00 AM,Buses,8242,8871
US-Canada Border,10/01/2014 12:00:00 AM,Trains,2397,2530
US-Mexico Border,10/01/2014 12:00:00 AM,Train Passengers,982,384
US-Mexico Border,10/01/2014 12:00:00 AM,Trains,883,805
US-Mexico Border,10/01/2013 12:00:00 AM,Personal Vehicle Passengers,10130991,9895517
US-Mexico Border,10/01/2013 12:00:00 AM,Personal Vehicles,5664079,5420969
US-Canada Border,10/01/2013 12:00:00 AM,Personal Vehicle Passengers,4973878,4836151
US-Mexico Border,10/01/2013 12:00:00 AM,Pedestrians,3487688,3392702
US-Canada Border,10/01/2013 12:00:00 AM,Personal Vehicles,2773546,2637723
US-Canada Border,10/01/2013 12:00:00 AM,Trucks,514270,489744
US-Mexico Border,10/01/2013 12:00:00 AM,Trucks,469158,431171
US-Canada Border,10/01/2013 12:00:00 AM,Truck Containers Full,391138,340400
US-Mexico Border,10/01/2013 12:00:00 AM,Truck Containers Full,294027,283585
US-Canada Border,10/01/2013 12:00:00 AM,Bus Passengers,208097,212916
US-Mexico Border,10/01/2013 12:00:00 AM,Bus Passengers,182523,211035
US-Canada Border,10/01/2013 12:00:00 AM,Rail Containers Full,140829,119648
US-Mexico Border,10/01/2013 12:00:00 AM,Truck Containers Empty,128175,142337
US-Canada Border,10/01/2013 12:00:00 AM,Truck Containers Empty,118282,103924
US-Canada Border,10/01/2013 12:00:00 AM,Rail Containers Empty,70104,58736
US-Canada Border,10/01/2013 12:00:00 AM,Pedestrians,51919,42984
US-Mexico Border,10/01/2013 12:00:00 AM,Rail Containers Full,40147,32384
US-Mexico Border,10/01/2013 12:00:00 AM,Rail Containers Empty,38397,36678
US-Mexico Border,10/01/2013 12:00:00 AM,Buses,16769,17478
US-Canada Border,10/01/2013 12:00:00 AM,Train Passengers,15550,14982
US-Canada Border,10/01/2013 12:00:00 AM,Buses,8818,8924
US-Canada Border,10/01/2013 12:00:00 AM,Trains,2661,2398
US-Mexico Border,10/01/2013 12:00:00 AM,Trains,836,774
US-Mexico Border,10/01/2013 12:00:00 AM,Train Passengers,361,408
US-Mexico Border,10/01/2012 12:00:00 AM,Personal Vehicle Passengers,9464353,10326681
US-Mexico Border,10/01/2012 12:00:00 AM,Personal Vehicles,5352562,5489376
US-Canada Border,10/01/2012 12:00:00 AM,Personal Vehicle Passengers,4864389,4807913
US-Mexico Border,10/01/2012 12:00:00 AM,Pedestrians,3400483,3384921
US-Canada Border,10/01/2012 12:00:00 AM,Personal Vehicles,2719680,2555766
US-Canada Border,10/01/2012 12:00:00 AM,Trucks,502667,476822
US-Mexico Border,10/01/2012 12:00:00 AM,Trucks,454930,407412
US-Canada Border,10/01/2012 12:00:00 AM,Truck Containers Full,318994,361806
US-Mexico Border,10/01/2012 12:00:00 AM,Truck Containers Full,305582,261588
US-Mexico Border,10/01/2012 12:00:00 AM,Bus Passengers,207629,214441
US-Canada Border,10/01/2012 12:00:00 AM,Bus Passengers,201843,223989
US-Mexico Border,10/01/2012 12:00:00 AM,Truck Containers Empty,155834,128840
US-Canada Border,10/01/2012 12:00:00 AM,Rail Containers Full,127877,111418
US-Canada Border,10/01/2012 12:00:00 AM,Truck Containers Empty,110149,97698
US-Canada Border,10/01/2012 12:00:00 AM,Rail Containers Empty,63205,54268
US-Canada Border,10/01/2012 12:00:00 AM,Pedestrians,40131,45838
US-Mexico Border,10/01/2012 12:00:00 AM,Rail Containers Empty,36325,37032
US-Mexico Border,10/01/2012 12:00:00 AM,Rail Containers Full,34383,30386
US-Mexico Border,10/01/2012 12:00:00 AM,Buses,17353,17604
US-Canada Border,10/01/2012 12:00:00 AM,Train Passengers,14967,14996
US-Canada Border,10/01/2012 12:00:00 AM,Buses,8351,9496
US-Canada Border,10/01/2012 12:00:00 AM,Trains,2477,2320
US-Mexico Border,10/01/2012 12:00:00 AM,Trains,806,741
US-Mexico Border,10/01/2012 12:00:00 AM,Train Passengers,293,522
US-Mexico Border,10/01/2011 12:00:00 AM,Personal Vehicle Passengers,9261973,11391389
US-Mexico Border,10/01/2011 12:00:00 AM,Personal Vehicles,5153249,5825503
US-Canada Border,10/01/2011 12:00:00 AM,Personal Vehicle Passengers,4879497,4736329
US-Mexico Border,10/01/2011 12:00:00 AM,Pedestrians,3312589,3457253
US-Canada Border,10/01/2011 12:00:00 AM,Personal Vehicles,2684788,2426744
US-Canada Border,10/01/2011 12:00:00 AM,Trucks,472396,481248
US-Mexico Border,10/01/2011 12:00:00 AM,Trucks,412429,402396
US-Canada Border,10/01/2011 12:00:00 AM,Truck Containers Full,348741,374872
US-Mexico Border,10/01/2011 12:00:00 AM,Truck Containers Full,266458,256718
US-Mexico Border,10/01/2011 12:00:00 AM,Bus Passengers,208042,220840
US-Canada Border,10/01/2011 12:00:00 AM,Bus Passengers,207912,240066
US-Mexico Border,10/01/2011 12:00:00 AM,Truck Containers Empty,121573,136106
US-Canada Border,10/01/2011 12:00:00 AM,Rail Containers Full,116170,106665
US-Canada Border,10/01/2011 12:00:00 AM,Truck Containers Empty,99257,96140
US-Canada Border,10/01/2011 12:00:00 AM,Rail Containers Empty,57794,50743
US-Canada Border,10/01/2011 12:00:00 AM,Pedestrians,45801,45875
US-Mexico Border,10/01/2011 12:00:00 AM,Rail Containers Empty,37551,36512
US-Mexico Border,10/01/2011 12:00:00 AM,Rail Containers Full,31653,29120
US-Mexico Border,10/01/2011 12:00:00 AM,Buses,16151,19058
US-Canada Border,10/01/2011 12:00:00 AM,Train Passengers,15841,14150
US-Canada Border,10/01/2011 12:00:00 AM,Buses,9173,9820
US-Canada Border,10/01/2011 12:00:00 AM,Trains,2317,2322
US-Mexico Border,10/01/2011 12:00:00 AM,Trains,752,730
US-Mexico Border,10/01/2011 12:00:00 AM,Train Passengers,320,725
US-Mexico Border,10/01/2010 12:00:00 AM,Personal Vehicle Passengers,10494148,12288630
US-Mexico Border,10/01/2010 12:00:00 AM,Personal Vehicles,5333238,6317768
US-Canada Border,10/01/2010 12:00:00 AM,Personal Vehicle Passengers,4828582,4644076
US-Mexico Border,10/01/2010 12:00:00 AM,Pedestrians,3321976,3592530
US-Canada Border,10/01/2010 12:00:00 AM,Personal Vehicles,2491544,2361944
US-Canada Border,10/01/2010 12:00:00 AM,Trucks,460799,501698
US-Mexico Border,10/01/2010 12:00:00 AM,Trucks,397002,407790
US-Canada Border,10/01/2010 12:00:00 AM,Truck Containers Full,349223,400520
US-Mexico Border,10/01/2010 12:00:00 AM,Truck Containers Full,257894,255542
US-Mexico Border,10/01/2010 12:00:00 AM,Bus Passengers,225368,216313
US-Canada Border,10/01/2010 12:00:00 AM,Bus Passengers,207699,272434
US-Mexico Border,10/01/2010 12:00:00 AM,Truck Containers Empty,121924,150287
US-Canada Border,10/01/2010 12:00:00 AM,Rail Containers Full,107040,106290
US-Canada Border,10/01/2010 12:00:00 AM,Truck Containers Empty,97653,94628
US-Canada Border,10/01/2010 12:00:00 AM,Rail Containers Empty,52506,48980
US-Canada Border,10/01/2010 12:00:00 AM,Pedestrians,47835,43915
US-Mexico Border,10/01/2010 12:00:00 AM,Rail Containers Empty,37843,35180
US-Mexico Border,10/01/2010 12:00:00 AM,Rail Containers Full,30734,27505
US-Mexico Border,10/01/2010 12:00:00 AM,Buses,17979,20136
US-Canada Border,10/01/2010 12:00:00 AM,Train Passengers,14385,13916
US-Canada Border,10/01/2010 12:00:00 AM,Buses,9559,10082
US-Canada Border,10/01/2010 12:00:00 AM,Trains,2205,2438
US-Mexico Border,10/01/2010 12:00:00 AM,Trains,704,756
US-Mexico Border,10/01/2010 12:00:00 AM,Train Passengers,276,1174
US-Mexico Border,10/01/2009 12:00:00 AM,Personal Vehicle Passengers,11168805,13408456
US-Mexico Border,10/01/2009 12:00:00 AM,Personal Vehicles,5822171,6813366
US-Canada Border,10/01/2009 12:00:00 AM,Personal Vehicle Passengers,4454778,4833374
US-Mexico Border,10/01/2009 12:00:00 AM,Pedestrians,3384294,3800766
US-Canada Border,10/01/2009 12:00:00 AM,Personal Vehicles,2275997,2447891
US-Canada Border,10/01/2009 12:00:00 AM,Trucks,459183,544212
US-Mexico Border,10/01/2009 12:00:00 AM,Trucks,393942,421639
US-Canada Border,10/01/2009 12:00:00 AM,Truck Containers Full,357002,444037
US-Mexico Border,10/01/2009 12:00:00 AM,Truck Containers Full,253732,257352
US-Canada Border,10/01/2009 12:00:00 AM,Bus Passengers,206523,338344
US-Mexico Border,10/01/2009 12:00:00 AM,Bus Passengers,180606,252020
US-Mexico Border,10/01/2009 12:00:00 AM,Truck Containers Empty,137430,163144
US-Canada Border,10/01/2009 12:00:00 AM,Truck Containers Empty,96201,93054
US-Canada Border,10/01/2009 12:00:00 AM,Rail Containers Full,94187,118392
US-Canada Border,10/01/2009 12:00:00 AM,Rail Containers Empty,46307,51654
US-Canada Border,10/01/2009 12:00:00 AM,Pedestrians,39492,48338
US-Mexico Border,10/01/2009 12:00:00 AM,Rail Containers Empty,31945,38414
US-Mexico Border,10/01/2009 12:00:00 AM,Rail Containers Full,23884,31126
US-Mexico Border,10/01/2009 12:00:00 AM,Buses,18231,22042
US-Canada Border,10/01/2009 12:00:00 AM,Train Passengers,14070,13762
US-Canada Border,10/01/2009 12:00:00 AM,Buses,9069,11096
US-Canada Border,10/01/2009 12:00:00 AM,Trains,2182,2694
US-Mexico Border,10/01/2009 12:00:00 AM,Trains,610,901
US-Mexico Border,10/01/2009 12:00:00 AM,Train Passengers,286,2062
US-Mexico Border,10/01/2008 12:00:00 AM,Personal Vehicle Passengers,12937575,13879336
US-Mexico Border,10/01/2008 12:00:00 AM,Personal Vehicles,6577359,7049372
US-Canada Border,10/01/2008 12:00:00 AM,Personal Vehicle Passengers,4575735,5091014
US-Mexico Border,10/01/2008 12:00:00 AM,Pedestrians,3610576,3990956
US-Canada Border,10/01/2008 12:00:00 AM,Personal Vehicles,2347854,2547928
US-Canada Border,10/01/2008 12:00:00 AM,Trucks,503870,584554
US-Mexico Border,10/01/2008 12:00:00 AM,Trucks,423168,420110
US-Canada Border,10/01/2008 12:00:00 AM,Truck Containers Full,396401,491673
US-Canada Border,10/01/2008 12:00:00 AM,Bus Passengers,302407,374280
US-Mexico Border,10/01/2008 12:00:00 AM,Truck Containers Full,255488,259216
US-Mexico Border,10/01/2008 12:00:00 AM,Bus Passengers,250449,253592
US-Mexico Border,10/01/2008 12:00:00 AM,Truck Containers Empty,167491,158796
US-Canada Border,10/01/2008 12:00:00 AM,Rail Containers Full,112899,123886
US-Canada Border,10/01/2008 12:00:00 AM,Truck Containers Empty,96985,89122
US-Canada Border,10/01/2008 12:00:00 AM,Rail Containers Empty,54761,48546
US-Canada Border,10/01/2008 12:00:00 AM,Pedestrians,52664,44012
